DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,NR_TURNO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,TP_ABRANGENCIA,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,CD_CARGO,DS_CARGO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCOES,QT_VOTOS_NOMINAIS,QT_VOTOS_BRANCOS,QT_VOTOS_NULOS,QT_VOTOS_LEGENDA,QT_VOTOS_ANULADOS_APU_SEP,NR_LOCAL_VOTACAO
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,73,11,PREFEITO,395,234,161,213,7,14,0,0,1171
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,165,11,PREFEITO,336,223,113,204,6,13,0,0,1163
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,156,11,PREFEITO,406,315,91,266,25,24,0,0,1155
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,348,13,VEREADOR,331,267,64,222,14,15,16,0,1309
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,225,13,VEREADOR,358,266,92,219,18,16,13,0,1996
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,158,13,VEREADOR,263,177,86,139,15,12,11,0,1228
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,51,13,VEREADOR,396,301,95,255,10,14,22,0,1171
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,70,13,VEREADOR,387,267,120,231,9,6,21,0,1112
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,106,13,VEREADOR,367,271,96,219,16,11,25,0,1198
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,48,13,VEREADOR,397,316,81,274,11,13,18,0,1260
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,13,13,VEREADOR,410,302,108,249,18,18,17,0,1015
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,620,13,VEREADOR,381,285,96,233,5,20,27,0,2410
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,396,11,PREFEITO,415,304,111,258,20,26,0,0,1384
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,19,11,PREFEITO,294,192,102,181,3,8,0,0,1023
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,458,11,PREFEITO,395,320,75,299,11,10,0,0,1171
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,43,11,PREFEITO,381,269,112,240,11,18,0,0,1163
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,55,13,VEREADOR,409,301,108,263,16,11,11,0,1074
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,559,13,VEREADOR,411,319,92,259,25,19,16,0,2348
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,356,13,VEREADOR,392,271,121,231,15,12,13,0,1287
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,156,13,VEREADOR,391,297,94,241,9,24,23,0,1104
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,703,11,PREFEITO,400,299,101,284,6,9,0,0,2607
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,17,13,VEREADOR,398,305,93,243,19,25,18,0,1147
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,577,11,PREFEITO,383,274,109,257,8,9,0,0,2526
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,645,11,PREFEITO,336,270,66,238,17,15,0,0,1309
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,584,11,PREFEITO,370,278,92,245,15,18,0,0,2267
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,394,11,PREFEITO,378,282,96,248,23,11,0,0,1198
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,191,11,PREFEITO,389,299,90,262,17,20,0,0,2062
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,128,13,VEREADOR,374,288,86,252,14,14,8,0,1163
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,283,13,VEREADOR,379,297,82,260,16,11,10,0,1392
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,651,13,VEREADOR,335,221,114,188,8,10,15,0,1090
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,153,13,VEREADOR,260,157,103,132,7,5,13,0,1228
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,71,13,VEREADOR,385,282,103,244,13,6,19,0,1112
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,110,11,PREFEITO,397,263,134,246,3,14,0,0,2216
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,728,11,PREFEITO,399,315,84,280,15,20,0,0,2526
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,53,11,PREFEITO,372,275,97,251,5,19,0,0,1147
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,424,11,PREFEITO,398,264,134,219,22,23,0,0,1147
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,203,11,PREFEITO,408,297,111,249,18,30,0,0,1325
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,636,13,VEREADOR,404,345,59,276,32,14,23,0,2550
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,186,13,VEREADOR,457,352,105,300,11,14,27,0,1341
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,141,13,VEREADOR,358,241,117,202,8,14,17,0,1228
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,297,13,VEREADOR,372,268,104,229,9,15,15,0,1147
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,36,11,PREFEITO,468,313,155,267,16,30,0,0,1180
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,41,11,PREFEITO,377,291,86,247,14,30,0,0,1104
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,550,13,VEREADOR,348,258,90,202,20,15,21,0,2402
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,163,13,VEREADOR,421,322,99,262,19,22,19,0,1252
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,120,11,PREFEITO,413,268,145,236,15,17,0,0,1210
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,136,13,VEREADOR,278,209,69,170,19,9,11,0,1066
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,95,13,VEREADOR,389,292,97,243,19,16,14,0,1180
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,526,11,PREFEITO,348,269,79,231,20,18,0,0,2402
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,531,13,VEREADOR,340,251,89,180,21,21,29,0,2291
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,412,13,VEREADOR,398,312,86,258,18,19,17,0,1147
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,378,13,VEREADOR,414,294,120,232,22,24,16,0,1112
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,291,13,VEREADOR,396,294,102,237,14,25,18,0,1503
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,678,13,VEREADOR,488,341,147,283,19,15,24,0,2577
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,625,11,PREFEITO,374,286,88,259,11,16,0,0,2526
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,30,11,PREFEITO,423,313,110,257,30,26,0,0,1155
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,287,11,PREFEITO,321,222,99,197,14,11,0,0,1180
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,206,11,PREFEITO,444,345,99,301,18,26,0,0,1260
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,114,11,PREFEITO,402,301,101,265,16,20,0,0,1104
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,719,13,VEREADOR,444,324,120,264,25,17,18,0,2640
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,182,11,PREFEITO,386,297,89,253,16,28,0,0,1295
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,485,13,VEREADOR,405,330,75,264,18,29,19,0,1333
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,397,11,PREFEITO,396,314,82,286,16,12,0,0,1511
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,701,11,PREFEITO,397,278,119,265,4,9,0,0,2607
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,187,13,VEREADOR,406,296,110,238,25,17,16,0,1376
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,171,11,PREFEITO,396,282,114,242,15,25,0,0,1368
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,631,13,VEREADOR,353,261,92,210,15,18,18,0,2518
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,544,11,PREFEITO,363,278,85,250,15,13,0,0,1350
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,114,13,VEREADOR,402,301,101,249,19,18,15,0,1104
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,241,11,PREFEITO,414,309,105,272,18,19,0,0,1139
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,232,13,VEREADOR,368,267,101,211,18,26,12,0,1350
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,528,13,VEREADOR,330,213,117,183,12,6,12,0,1236
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,360,11,PREFEITO,427,312,115,280,15,17,0,0,1481
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,228,13,VEREADOR,396,272,124,208,30,17,17,0,1163
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,380,11,PREFEITO,397,338,59,314,10,14,0,0,1392
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,64,13,VEREADOR,401,273,128,223,21,13,16,0,1090
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,510,11,PREFEITO,324,247,77,214,16,17,0,0,1309
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,375,13,VEREADOR,409,301,108,245,28,19,9,0,1295
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,269,11,PREFEITO,385,293,92,269,8,16,0,0,1082
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,299,11,PREFEITO,412,323,89,282,13,28,0,0,1350
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,115,13,VEREADOR,394,256,138,215,10,13,18,0,2216
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,465,11,PREFEITO,408,335,73,306,11,18,0,0,1325
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,124,11,PREFEITO,315,184,131,178,3,3,0,0,1082
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,223,13,VEREADOR,321,232,89,197,13,13,9,0,1279
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,115,11,PREFEITO,394,256,138,239,4,13,0,0,2216
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,53,13,VEREADOR,409,294,115,249,10,17,18,0,1074
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,302,13,VEREADOR,388,288,100,228,20,21,19,0,1325
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,282,124,13,VEREADOR,399,304,95,266,8,11,19,0,1120
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,490,13,VEREADOR,491,328,163,265,12,23,28,0,2232
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,101,11,PREFEITO,389,284,105,240,19,25,0,0,1201
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,674,13,VEREADOR,395,307,88,262,11,19,15,0,2593
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,411,184,13,VEREADOR,388,296,92,231,24,9,32,0,1368
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,127,619,11,PREFEITO,423,323,100,285,20,18,0,0,2003
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,415,13,VEREADOR,398,312,86,245,24,23,20,0,1260
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,47,11,PREFEITO,397,305,92,277,12,16,0,0,1260
30/11/2020,17:27:45,2020,2,ELEIÇÃO ORDINÁRIA,1,426,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,M,SP,70998,SÃO JOSÉ DOS CAMPOS,SP,SÃO PAULO,412,111,13,VEREADOR,389,286,103,227,30,19,10,0,1201
