OBJECTID,Codigo_Municipio,Nome_municipio,Pop_Total,Total_Respiradores,Respiradores_100mil_hab_Ind,Respiradores_SUS_100mil_hab_Ind,Total_SUS_Respiradores,Shape__Area,Shape__Length,P_Respiradores_SUS
1583,4306403,Dois Irmãos,32671,3,9.1824553885709,9.1824553885709,3,0.00606785756303907,0.32101548285985,100
1584,4306429,Dois Irmãos das Missões,2026,0,0,0,0,0.0206435364739264,0.948510734121922,0
1585,5003488,Dois Irmãos do Buriti,11385,1,8.78348704435661,8.78348704435661,1,0.20291676276338,3.32171475037384,100
1586,1707207,Dois Irmãos do Tocantins,7198,0,0,0,0,0.309159006297705,3.6220603130152,0
1587,4306452,Dois Lajeados,3400,0,0,0,0,0.0123468960617856,0.715915847727886,0
1588,2702504,Dois Riachos,11075,0,0,0,0,0.0115114775085488,0.52284287956099,0
1589,4107207,Dois Vizinhos,40641,5,12.3028468787677,2.46056937575355,1,0.0376658074118268,1.42481156306668,20
1590,3514205,Dolcinópolis,2115,0,0,0,0,0.00673254861601436,0.443230015078212,0
1591,5103601,Dom Aquino,8178,0,0,0,0,0.187483328459734,2.67675288697156,0
1592,2910107,Dom Basílio,12199,2,16.3947864579064,16.3947864579064,2,0.0575786087991332,1.17867415023675,100
1593,3122470,Dom Bosco,3677,0,0,0,0,0.0692667842829451,1.8109182627539,0
1594,3122504,Dom Cavati,5072,0,0,0,0,0.005118560148901,0.389431903124935,0
1595,1502939,Dom Eliseu,59719,1,1.67450895025034,1.67450895025034,1,0.429137553393531,3.6252771000456,100
1596,2203404,Dom Expedito Lopes,6904,0,0,0,0,0.0178966036062889,0.656550523481299,0
1597,4306502,Dom Feliciano,15414,3,19.4628260023355,19.4628260023355,3,0.127564173155861,2.22015143529292,100
1598,2203453,Dom Inocêncio,9556,0,0,0,0,0.318162207660748,2.99808598682784,0
1599,3122603,Dom Joaquim,4195,0,0,0,0,0.0342046504096629,1.24497985658452,0
1600,2910206,Dom Macedo Costa,4058,0,0,0,0,0.0078942962522035,0.465968605119573,0
1601,4306601,Dom Pedrito,38461,3,7.80010920152882,7.80010920152882,3,0.490467509566429,4.69143881450357,100
1602,2103802,Dom Pedro,23350,0,0,0,0,0.0292333757952576,0.896649099965136,0
1603,4306551,Dom Pedro de Alcântara,2534,0,0,0,0,0.00726245248279156,0.391179328804066,0
1604,3122702,Dom Silvério,5237,0,0,0,0,0.0168439666033464,0.809660455022483,0
1605,3122801,Dom Viçoso,3001,0,0,0,0,0.00997897306575624,0.534336543099527,0
1606,3201902,Domingos Martins,33850,2,5.90841949778434,5.90841949778434,2,0.106309188227954,2.45615632878863,100
1607,2203420,Domingos Mourão,4355,0,0,0,0,0.0689829792420085,1.47659152894518,0
1608,4205100,Dona Emma,4146,0,0,0,0,0.0164717204338558,1.2600504493292,0
1609,3122900,Dona Eusébia,6572,0,0,0,0,0.00611442830785336,0.42254611353629,0
1610,4306700,Dona Francisca,3041,0,0,0,0,0.0106449552459935,0.622835538653221,0
1611,2505709,Dona Inês,10453,1,9.56663158901751,9.56663158901751,1,0.0135842787772589,0.68553772701021,100
1612,3123007,Dores de Campos,10153,0,0,0,0,0.0108523107084579,0.573361966364773,0
1613,3123106,Dores de Guanhães,5169,0,0,0,0,0.0327966875530592,1.28639541919804,0
1614,3123205,Dores do Indaiá,13483,2,14.8334940295187,14.8334940295187,2,0.095619482905704,2.22196215388688,100
1615,3202009,Dores do Rio Preto,6749,0,0,0,0,0.0138057154943567,1.11120469927938,0
1616,3123304,Dores do Turvo,4259,0,0,0,0,0.0200850666909673,0.844767459205295,0
1617,3123403,Doresópolis,1527,0,0,0,0,0.0132233708894773,0.758837730540737,0
1618,2605152,Dormentes,18908,0,0,0,0,0.126382479238259,1.77039549989268,0
1619,4107256,Douradina,8747,0,0,0,0,0.0370731973456486,1.05035645141515,0
1620,5003504,Douradina,5924,0,0,0,0,0.0245589953381113,0.735121562823216,0
1621,3514304,Dourado,8873,2,22.5402907697509,22.5402907697509,2,0.0180196805018795,0.795305678288936,100
1622,3123502,Douradoquara,1908,0,0,0,0,0.0267579509642815,1.29868347325065,0
1623,5003702,Dourados,222949,122,54.7210348555051,41.713575750508,93,0.357728395346385,5.11678895913267,76.2295081967213
1624,4107306,Doutor Camargo,5979,0,0,0,0,0.0104605871600825,0.65033569296258,0
1625,4306734,Doutor Maurício Cardoso,4549,0,0,0,0,0.0234563458407138,1.07020911501157,0
1626,4205159,Doutor Pedrinho,4064,0,0,0,0,0.0339771143593453,1.04427827418198,0
1627,4306759,Doutor Ricardo,1983,0,0,0,0,0.0100492460271653,0.583742120722907,0
1628,2403202,Doutor Severiano,7076,0,0,0,0,0.00929155146471317,0.469675696205476,0
1629,4128633,Doutor Ulysses,5580,0,0,0,0,0.0693218477779283,1.99901404695207,0
1630,5207253,Doverlândia,7322,0,0,0,0,0.273109402098271,3.95314596928703,0
1631,3514403,Dracena,46793,18,38.4672921163422,36.330220332101,17,0.0425229304290724,1.15307031779608,94.4444444444444
1632,3514502,Duartina,12445,3,24.1060666934512,24.1060666934512,3,0.0232006630235446,0.855578251894315,100
1633,3301603,Duas Barras,11492,1,8.70170553428472,8.70170553428472,1,0.0331557904831925,1.06245783598511,100
1634,2505808,Duas Estradas,3596,0,0,0,0,0.00214788710064795,0.26525113118818,0
1635,1707306,Dueré,4686,0,0,0,0,0.283718286503756,3.67446787381692,0
1636,3514601,Dumont,9868,2,20.2675314146737,20.2675314146737,2,0.00969116640919765,0.560062690114561,100
1637,2103901,Duque Bacelar,11349,1,8.81134901753459,8.81134901753459,1,0.0258930285782668,0.895627286477488,100
1638,3301702,Duque de Caxias,919596,193,20.9874771095133,18.8126090152632,173,0.0410472356937817,1.20388687374226,89.6373056994819
1639,3123528,Durandé,7841,0,0,0,0,0.0187883682191341,0.848654300774472,0
1640,3514700,Echaporã,6102,1,16.3880694854146,16.3880694854146,1,0.0452037210524168,1.29958386577242,100
1641,3202108,Ecoporanga,22923,1,4.3624307464119,4.3624307464119,1,0.19525907042555,3.37229686189177,100
1642,5207352,Edealina,3699,0,0,0,0,0.0513377039695229,1.86746932533113,0
1643,5207402,Edéia,12372,0,0,0,0,0.124330074823831,2.53067263635798,0
1644,1301407,Eirunepé,35273,0,0,0,0,1.2248244472938,8.18006882004924,0
1645,3514809,Eldorado,15494,0,0,0,0,0.147346003779262,2.73949731500716,0
1646,5003751,Eldorado,12353,3,24.2855986400065,0,0,0.0901320377007551,1.34702593219759,0
1647,1502954,Eldorado do Carajás,33808,0,0,0,0,0.241521581679109,2.28958803486525,0
1648,4306767,Eldorado do Sul,41285,2,4.84437447014654,4.84437447014654,2,0.0476938359854557,1.49119004244744,100
1649,2203503,Elesbão Veloso,14602,0,0,0,0,0.112998181353561,1.76086554199354,0
1650,3514908,Elias Fausto,17772,4,22.5073148773351,22.5073148773351,4,0.0178322813865179,0.772268741743806,100
1651,2203602,Eliseu Martins,4915,0,0,0,0,0.0894374758910033,1.54968492945724,0
1652,3514924,Elisiário,3651,0,0,0,0,0.00817277314774856,0.497252890554827,0
1653,2910305,Elísio Medrado,8122,1,12.3122383649347,12.3122383649347,1,0.0149381509111208,0.586271427584515,100
1654,3123601,Elói Mendes,28076,2,7.12352186921214,7.12352186921214,2,0.043572455082824,1.32602204643367,100
1655,2505907,Emas,3522,0,0,0,0,0.0197177234860533,0.596765699157636,0
1656,3514957,Embaúba,2452,0,0,0,0,0.00721928790869697,0.517601052845791,0
1657,3515103,Embu-Guaçu,69385,14,20.1772717446134,20.1772717446134,14,0.0137951835738477,0.825215724788744,100
1658,3515004,Embu das Artes,273726,19,6.94124781716023,6.94124781716023,19,0.00623018263627273,0.430709653083757,100
1659,3515129,Emilianópolis,3214,0,0,0,0,0.0196654806971992,0.679383548852571,0
1660,4306809,Encantado,22706,5,22.0206112921695,22.0206112921695,5,0.012911702153815,0.650493395295146,100
1661,2403301,Encanto,5638,0,0,0,0,0.0102731835661842,0.452072490791838,0
1662,2910404,Encruzilhada,17006,0,0,0,0,0.159271150205541,2.90091832610119,0
1663,4306908,Encruzilhada do Sul,25877,0,0,0,0,0.315032061124612,4.19263832364108,0
1664,4107405,Enéas Marques,5961,0,0,0,0,0.0173149277236462,0.894241995766111,0
1665,4107504,Engenheiro Beltrão,14000,0,0,0,0,0.0414045115560384,1.20046350987806,0
1666,3123700,Engenheiro Caldas,11134,0,0,0,0,0.0160617598894532,1.03823598315532,0
1667,3515152,Engenheiro Coelho,20773,1,4.81394117363886,4.81394117363886,1,0.00964774440751626,0.49638098241551,100
1668,3123809,Engenheiro Navarro,7242,0,0,0,0,0.0516987309395063,1.49052071359414,0
1669,3301801,Engenheiro Paulo de Frontin,14002,3,21.425510641337,21.425510641337,3,0.0122712604042476,0.633843114090738,100
1670,4306924,Engenho Velho,1034,0,0,0,0,0.00651249308327806,0.608333003145765,0
1671,4306932,Entre-Ijuís,8475,0,0,0,0,0.050911955725951,2.13680325087639,0
1672,3123858,Entre Folhas,5370,0,0,0,0,0.00735523844861063,0.529100377946704,0
1673,2910503,Entre Rios,41780,0,0,0,0,0.0984930133236048,2.57652430506188,0
1674,4205175,Entre Rios,3203,0,0,0,0,0.00948499137314229,0.610890463378131,0
1675,3123908,Entre Rios de Minas,15298,3,19.6104065890966,19.6104065890966,3,0.0396065512197197,1.192670741653,100
1676,4107538,Entre Rios do Oeste,4539,0,0,0,0,0.0108913685224934,0.77641802977083,0
1677,4306957,Entre Rios do Sul,2792,0,0,0,0,0.0109674440786875,0.887179430080351,0
1678,1301506,Envira,20033,0,0,0,0,0.614995476010279,4.79541369929892,0
1679,1200252,Epitaciolândia,18411,1,5.43153549508446,5.43153549508446,1,0.136834360245132,2.28032328646164,100
1680,2403400,Equador,6045,0,0,0,0,0.0216797164574274,0.697934500107563,0
1681,4306973,Erebango,2991,0,0,0,0,0.0140256893504329,0.708973643501823,0
1682,4307005,Erechim,105862,30,28.3387806767301,13.2247643158074,14,0.039382572017189,1.13358960075253,46.6666666666667
1683,2304277,Ererê,7198,0,0,0,0,0.0312571612682433,0.923591091817478,0
1684,2900504,Érico Cardoso,10610,5,47.1253534401508,28.2752120640905,3,0.0613601279995351,1.34186606148491,60
1685,4205191,Ermo,2063,0,0,0,0,0.00587355965183178,0.413066416295008,0
1686,4307054,Ernestina,3168,0,0,0,0,0.0220240926079214,0.996235807263258,0
1687,4307203,Erval Grande,4859,0,0,0,0,0.0260603697422539,1.13576505545671,0
1688,4307302,Erval Seco,6912,0,0,0,0,0.0332376367240386,1.91807842084727,0
1689,4205209,Erval Velho,4412,0,0,0,0,0.0189016540103921,1.07801146303146,0
1690,3124005,Ervália,18895,2,10.584810796507,10.584810796507,2,0.0310249782473875,1.02747644291562,100
1691,2605202,Escada,68875,0,0,0,0,0.0280920108882867,1.09677205973434,0
1692,4307401,Esmeralda,3282,0,0,0,0,0.0761486122047472,2.12099412413546,0
1693,3124104,Esmeraldas,70552,2,2.83478852477605,2.83478852477605,2,0.0783939856210623,1.80925034872501,100
1694,3124203,Espera Feliz,24951,2,8.01571079315458,8.01571079315458,2,0.0275217265102015,1.25823706697478,100
1695,2506004,Esperança,33007,4,12.1186415002878,12.1186415002878,4,0.0131866552148665,0.608933570313564,100
1696,4307450,Esperança do Sul,2926,0,0,0,0,0.0135789386282568,0.736316783496536,0
1697,4107520,Esperança Nova,1698,0,0,0,0,0.0122683319907537,0.524014601091171,0
1698,1707405,Esperantina,10996,0,0,0,0,0.041120144760967,1.11056306046196,0
1699,2203701,Esperantina,39737,1,2.51654629186904,2.51654629186904,1,0.0739903496731387,1.73269113948055,100
1700,2104008,Esperantinópolis,17241,1,5.80012760280726,5.80012760280726,1,0.0368877177006226,1.19037557106387,100
1701,4107546,Espigão Alto do Iguaçu,4117,0,0,0,0,0.0292750123447831,1.37258657538717,0
1702,1100098,Espigão D'Oeste,32374,3,9.26669549638599,3.08889849879533,1,0.374186816846816,3.07553760038155,33.3333333333333
1703,3124302,Espinosa,31617,1,3.16285542587848,3.16285542587848,1,0.156951903237712,3.13779919838578,100
1704,2403509,Espírito Santo,10505,0,0,0,0,0.0111010349959457,0.500642668895087,0
1705,3124401,Espírito Santo do Dourado,4692,0,0,0,0,0.023079416150722,0.914325901668092,0
1706,3515186,Espírito Santo do Pinhal,44330,6,13.5348522445297,13.5348522445297,6,0.034086603051378,1.00708805531702,100
1707,3515194,Espírito Santo do Turvo,4829,1,20.708221163802,20.708221163802,1,0.0170171544581308,0.635221436530345,100
1708,2910602,Esplanada,37237,0,0,0,0,0.107768209891532,2.47024032223054,0
1709,4307500,Espumoso,15588,3,19.2455735180908,19.2455735180908,3,0.072414973928403,1.85765950138172,100
1710,4307559,Estação,5958,0,0,0,0,0.00919242905570172,0.514713858420339,0
1711,2802106,Estância,69184,15,21.6813135985199,21.6813135985199,15,0.0533571987263599,1.40297187062651,100
1712,4307609,Estância Velha,50022,2,3.99824077405941,3.99824077405941,2,0.00485869542740147,0.347869679202741,100
1713,4307708,Esteio,83202,14,16.826518593303,15.6246244080671,13,0.00258382564027215,0.350572345743309,92.8571428571429
1714,3124500,Estiva,11354,2,17.614937466972,17.614937466972,2,0.021396446730364,0.822982943147963,100
1715,3557303,Estiva Gerbi,11304,0,0,0,0,0.00649496386688497,0.35772019142361,0
1716,2104057,Estreito,41946,0,0,0,0,0.222407917265286,2.52437650842424,0
1717,4307807,Estrela,34116,37,108.453511548833,105.522335561027,36,0.0171371898683219,0.671590279685903,97.2972972972973
1718,3515202,Estrela d'Oeste,8419,2,23.755790473928,23.755790473928,2,0.0256173422033044,0.854178529277874,100
1719,3124609,Estrela Dalva,2343,1,42.6803243704652,42.6803243704652,1,0.011465721178979,0.70954307019221,100
1720,2702553,Estrela de Alagoas,18205,0,0,0,0,0.0214656171785919,0.715563085109328,0
1721,3124708,Estrela do Indaiá,3500,1,28.5714285714286,28.5714285714286,1,0.0547603029226025,1.55234882196095,100
1722,3515301,Estrela do Norte,2766,0,0,0,0,0.023253474281546,0.850600102221748,0
1723,5207501,Estrela do Norte,3275,0,0,0,0,0.0252162354779557,1.04106128677102,0
1724,3124807,Estrela do Sul,7978,0,0,0,0,0.0704498981803567,1.49340336354188,0
1725,4307815,Estrela Velha,3655,0,0,0,0,0.0261366788231499,1.14941032143997,0
1726,2910701,Euclides da Cunha,60585,1,1.65057357431708,0,0,0.164552489304896,2.42537334530746,0
1727,3515350,Euclides da Cunha Paulista,9371,0,0,0,0,0.050372974040215,1.04773767654646,0
1728,4307831,Eugênio de Castro,2396,0,0,0,0,0.0386669615930941,1.4464061304318,0
1729,3124906,Eugenópolis,11275,1,8.86917960088692,8.86917960088692,1,0.0268800463053367,1.12641934394703,100
1730,2910727,Eunápolis,113380,33,29.1056623743165,24.6957135297231,28,0.12057149373652,1.78988000490414,84.8484848484848
1731,2304285,Eusébio,53618,7,13.055317244209,13.055317244209,7,0.00643272501007175,0.452277370240989,100
1732,3125002,Ewbank da Câmara,3913,0,0,0,0,0.00905470222357962,0.632857336942471,0
1733,3125101,Extrema,36225,12,33.1262939958592,33.1262939958592,12,0.021514220032941,0.745197893618363,100
1734,2403608,Extremoz,28583,2,6.99716614771018,6.99716614771018,2,0.0113937350016187,0.544684651215213,100
1735,2605301,Exu,31825,0,0,0,0,0.10951785032853,1.49512967226834,0
1736,2506103,Fagundes,11253,0,0,0,0,0.0154817448725737,0.613691459829056,0
1737,4307864,Fagundes Varela,2731,0,0,0,0,0.0124215971177364,0.61994959171518,0
1738,5207535,Faina,6627,0,0,0,0,0.163826491780867,2.739308174145,0
1739,3125200,Fama,2377,0,0,0,0,0.00749605689566124,0.504139280987335,0
1740,3125309,Faria Lemos,3241,0,0,0,0,0.0143328239196876,0.822570640986964,0
1741,2304301,Farias Brito,19450,1,5.1413881748072,5.1413881748072,1,0.0412064616547809,1.4633082984327,100
1742,1503002,Faro,7194,0,0,0,0,0.956483451872738,9.94928864059531,0
1743,4107553,Farol,3089,0,0,0,0,0.0256883549234317,1.06564172329476,0
1744,4307906,Farroupilha,72331,13,17.9729300023503,16.5903969252464,12,0.0335571925995737,1.12196267540105,92.3076923076923
1745,3515400,Fartura,16036,3,18.7079072087802,18.7079072087802,3,0.0379078444058223,1.24083721342201,100
1746,2203750,Fartura do Piauí,5307,0,0,0,0,0.0586981380133977,1.15306446798434,0
1747,1707553,Fátima,3835,0,0,0,0,0.0316547056090144,0.951650300898642,0
1748,2910750,Fátima,17890,0,0,0,0,0.0296902405247295,0.782510880136053,0
1749,5003801,Fátima do Sul,19189,3,15.6339569545052,15.6339569545052,3,0.0276275117831801,1.19648709213503,100
1750,4107603,Faxinal,17251,1,5.79676540490406,5.79676540490406,1,0.0635289787230704,2.04028386031568,100
1751,4308003,Faxinal do Soturno,6677,8,119.814287853827,119.814287853827,8,0.0157803494962536,0.747847718534201,100
1752,4205308,Faxinal dos Guedes,10667,0,0,0,0,0.0308468381463172,1.42249303443351,0
1753,4308052,Faxinalzinho,2315,0,0,0,0,0.0130803126058936,0.690666275395208,0
1754,5207600,Fazenda Nova,5637,0,0,0,0,0.108270438207001,2.40100395250562,0
1755,4107652,Fazenda Rio Grande,100209,3,2.99374307696913,1.99582871797942,2,0.0104911179892042,0.680088035293106,66.6666666666667
1756,4308078,Fazenda Vilanova,4533,0,0,0,0,0.00789600188670647,0.426051602992742,0
1757,1200302,Feijó,34780,0,0,0,0,2.29998135554496,9.97737677631396,0
1758,2910776,Feira da Mata,5665,0,0,0,0,0.0984516628515166,1.82685152739998,0
1759,2910800,Feira de Santana,614872,222,36.1050755279148,30.087562939929,185,0.10835417360255,2.7529483502169,83.3333333333333
1760,2702603,Feira Grande,22166,0,0,0,0,0.0146777909691878,0.70861434299485,0
1761,2605400,Feira Nova,22131,2,9.03709728435227,9.03709728435227,2,0.00883443731208899,0.431576633833198,100
1762,2802205,Feira Nova,5584,0,0,0,0,0.0151259766408316,0.753785457024567,0
1763,2104073,Feira Nova do Maranhão,8504,0,0,0,0,0.120575178673136,1.70815577159159,0
1764,3125408,Felício dos Santos,4753,0,0,0,0,0.0305322057578792,0.939615631395991,0
1765,2403707,Felipe Guerra,5985,0,0,0,0,0.0219202981599693,0.598759773818045,0
1766,3125606,Felisburgo,7457,1,13.410218586563,13.410218586563,1,0.0504976566304549,1.48191041231877,100
1767,3125705,Felixlândia,15336,0,0,0,0,0.133157289126757,2.18775932503182,0
1768,4308102,Feliz,13547,2,14.7634162545213,14.7634162545213,2,0.00886948350023431,0.582536540407154,100
1769,2702702,Feliz Deserto,4754,0,0,0,0,0.00906224701975589,0.423958447847488,0
1770,5103700,Feliz Natal,14192,0,0,0,0,0.969237892713181,8.74086703920386,0
1771,4107702,Fênix,4762,0,0,0,0,0.020756624489195,1.04000278822759,0
1772,4107736,Fernandes Pinheiro,5646,0,0,0,0,0.0365029041681737,1.40498850406136,0
1773,3125804,Fernandes Tourinho,3431,0,0,0,0,0.0130386774300177,0.638821392819199,0
1774,2605459,Fernando de Noronha,3061,3,98.0071871937275,98.0071871937275,3,0.00138554135734381,0.335206550169052,100
1775,2104081,Fernando Falcão,10360,0,0,0,0,0.415590022616442,3.73803002127624,0
1776,2403756,Fernando Pedroza,3054,0,0,0,0,0.0263395401286743,0.849509397014405,0
1777,3515608,Fernando Prestes,5783,0,0,0,0,0.0147975071283781,0.658761552473085,0
1778,3515509,Fernandópolis,69116,33,47.745818623763,44.8521326465652,31,0.0475388877389946,1.33659522388133,93.9393939393939
1779,3515657,Fernão,1716,0,0,0,0,0.00881216311404387,0.549738783246051,0
1780,3515707,Ferraz de Vasconcelos,194276,33,16.9861434248183,15.4419485680166,30,0.00261465596565813,0.348963330969546,90.9090909090909
1781,1600238,Ferreira Gomes,7780,0,0,0,0,0.404174164284171,5.157411172442,0
1782,2605509,Ferreiros,12123,0,0,0,0,0.0072619064438868,0.455182745473244,0
1783,3125903,Ferros,9820,0,0,0,0,0.0935541469056034,2.04964792984791,0
1784,3125952,Fervedouro,11006,0,0,0,0,0.0310080776067139,1.0618736051905,0
1785,4107751,Figueira,7770,0,0,0,0,0.0115039468164468,0.866460395407454,0
1786,5003900,Figueirão,3051,2,65.5522779416585,65.5522779416585,2,0.4183285438898,3.62717281036952,100
1787,1707652,Figueirópolis,5263,0,0,0,0,0.160366258898136,3.05891007772952,0
1788,5103809,Figueirópolis D'Oeste,3494,0,0,0,0,0.0748109636128333,1.46041648388774,0
1789,1707702,Filadélfia,8856,1,11.2917795844625,11.2917795844625,1,0.162869145708498,2.23311558841432,100
1790,2910859,Filadélfia,16377,0,0,0,0,0.0479165009061546,1.22302987774597,0
1791,2910909,Firmino Alves,5617,0,0,0,0,0.0144784530244237,0.610156428997338,0
1792,5207808,Firminópolis,13292,1,7.52332229912729,7.52332229912729,1,0.0358825089135735,1.30441328849841,100
1793,2702801,Flexeiras,12790,0,0,0,0,0.027404080292996,0.82610701974794,0
1794,4107850,Flor da Serra do Sul,4624,0,0,0,0,0.0215820239906179,1.42018687646263,0
1795,4205357,Flor do Sertão,1582,0,0,0,0,0.00532965451964174,0.583661876704795,0
1796,3515806,Flora Rica,1464,0,0,0,0,0.0196120272912594,0.695002204372937,0
1797,4107801,Floraí,4929,0,0,0,0,0.0168753525587135,0.724003659889443,0
1798,2403806,Florânia,9116,0,0,0,0,0.0412427522621925,1.17576958099407,0
1799,3515905,Floreal,2917,0,0,0,0,0.0177042458155938,0.834241248863727,0
1800,2605608,Flores,22624,0,0,0,0,0.0816425313110187,1.32938486726166,0
1801,4308201,Flores da Cunha,30745,4,13.0102455683851,13.0102455683851,4,0.025249357873804,0.972717359472601,100
1802,5207907,Flores de Goiás,16557,0,0,0,0,0.311222444658199,3.93504772937739,0
1803,2203800,Flores do Piauí,4463,0,0,0,0,0.0775892489081969,1.58623885433342,0
1804,2605707,Floresta,32873,0,0,0,0,0.299307600236006,3.56240733017138,0
1805,4107900,Floresta,6774,0,0,0,0,0.0139983497093681,0.733599143014043,0
1806,2911006,Floresta Azul,10629,0,0,0,0,0.0269558285639278,0.865680103600452,0
1807,1503044,Floresta do Araguaia,20304,0,0,0,0,0.28219907789898,3.14016546210252,0
1808,2203859,Floresta do Piauí,2558,0,0,0,0,0.0159493050946082,0.571932619590681,0
1809,3126000,Florestal,7461,1,13.4030290845731,13.4030290845731,1,0.0167532293367572,0.85528241199983,100
1810,4108007,Florestópolis,10548,2,18.9609404626469,18.9609404626469,2,0.0216792467330151,1.00036305445893,100
1811,2203909,Floriano,59935,20,33.3694836072412,33.3694836072412,20,0.279029450160721,2.59685001025553,100
1812,4308250,Floriano Peixoto,1766,0,0,0,0,0.0154316834544943,0.904773190927888,0
1813,4205407,Florianópolis,500973,358,71.4609370165658,49.3040543103121,247,0.0617269412571204,1.85629207072318,68.9944134078212
1814,4108106,Flórida,2689,0,0,0,0,0.00731999166976038,0.434135174490795,0
1815,3516002,Flórida Paulista,14640,2,13.6612021857924,13.6612021857924,2,0.0456959817781808,1.32126851748214,100
1816,3516101,Florínea,2676,0,0,0,0,0.0198781976899909,0.895829825187879,0
1817,1301605,Fonte Boa,17609,0,0,0,0,0.98843661440381,10.2951386981472,0
1818,4308300,Fontoura Xavier,10304,2,19.4099378881988,19.4099378881988,2,0.0540303708690999,1.62301042749276,100
1819,3126109,Formiga,67683,45,66.4864146092815,54.6666075676315,37,0.130097350550216,2.28217407284514,82.2222222222222
1820,4308409,Formigueiro,6664,0,0,0,0,0.054217536102442,1.28020211631601,0
1821,5208004,Formosa,121617,17,13.978308953518,9.86704161424801,12,0.489073660187728,6.63162038757402,70.5882352941177
1822,2104099,Formosa da Serra Negra,19089,0,0,0,0,0.301728840984083,2.96799752689037,0
1823,4108205,Formosa do Oeste,6578,0,0,0,0,0.0245193646276221,1.25632141662253,0
1824,2911105,Formosa do Rio Preto,25591,0,0,0,0,1.31551878101013,5.86467648899285,0
1825,4205431,Formosa do Sul,2510,0,0,0,0,0.00907358202823616,0.431842681445306,0
1826,3126208,Formoso,9562,0,0,0,0,0.309925337870823,4.38769915705598,0
1827,5208103,Formoso,4248,0,0,0,0,0.0705532345720599,1.53427939382752,0
1828,1708205,Formoso do Araguaia,18440,0,0,0,0,1.11411989510174,6.52559855659527,0
1829,4308433,Forquetinha,2412,0,0,0,0,0.00862830167341144,0.600211236146201,0
1830,2304350,Forquilha,24218,0,0,0,0,0.0420926546661775,1.11720847638288,0
1831,4205456,Forquilhinha,26793,0,0,0,0,0.0169224055424593,0.863046911045798,0
1832,2304400,Fortaleza,2669342,1341,50.2370996297964,35.3645205447635,944,0.0256396135614665,0.915208311707394,70.3952274422073
1833,3126307,Fortaleza de Minas,4412,0,0,0,0,0.0189928231657746,0.792657911479377,0
1834,1708254,Fortaleza do Tabocão,2589,0,0,0,0,0.0511191230675365,1.50700259403037,0
1835,2104107,Fortaleza dos Nogueiras,12631,0,0,0,0,0.151699791180732,3.01826967399058,0
1836,4308458,Fortaleza dos Valos,4320,0,0,0,0,0.060160999535583,2.42593753821355,0
1837,2304459,Fortim,16480,0,0,0,0,0.0227142144661201,0.868405200059327,0
1838,2104206,Fortuna,15552,0,0,0,0,0.0567312751415017,1.37798545455315,0
1839,3126406,Fortuna de Minas,2947,0,0,0,0,0.0171060506763183,1.0065812790808,0
1840,4108304,Foz do Iguaçu,258532,137,52.9915058870855,48.7367134435969,126,0.05550413600713,1.80048251604886,91.970802919708
1841,4108452,Foz do Jordão,4650,1,21.505376344086,21.505376344086,1,0.0211685647923332,0.847299492307273,100
1842,4205506,Fraiburgo,36443,6,16.4640671733941,16.4640671733941,6,0.0498314599578862,1.6610553628748,100
1843,3516200,Franca,353187,117,33.1269270952781,24.3497070956745,86,0.0524650240294591,2.18518719379858,73.5042735042735
1844,2204006,Francinópolis,5348,0,0,0,0,0.0219643921804789,0.692838661191658,0
1845,4108320,Francisco Alves,6046,0,0,0,0,0.0285834550554682,0.872413624870711,0
1846,2204105,Francisco Ayres,4348,0,0,0,0,0.0536861490462002,0.949141236616811,0
1847,3126505,Francisco Badaró,10332,0,0,0,0,0.039154798117579,1.26584819126461,0
1848,4108403,Francisco Beltrão,91093,52,57.0845180200455,46.1067260931136,42,0.0663012799643639,2.0291276632364,80.7692307692308
1849,2403905,Francisco Dantas,2824,0,0,0,0,0.0148304131070205,0.67024692286666,0
1850,3126604,Francisco Dumont,5215,0,0,0,0,0.13407614336802,2.3439363226304,0
1851,2204154,Francisco Macedo,3184,0,0,0,0,0.0144541209684803,0.522883256809778,0
1852,3516309,Francisco Morato,175844,30,17.0605764200086,17.0605764200086,30,0.00432446115792118,0.396932540784186,100
1853,3126703,Francisco Sá,26277,0,0,0,0,0.232404294077412,2.78654604772034,0
1854,2204204,Francisco Santos,9319,0,0,0,0,0.0402532545217866,1.19558764499872,0
1855,3126752,Franciscópolis,5391,0,0,0,0,0.0611742852686916,1.38480646954196,0
1856,3516408,Franco da Rocha,154489,38,24.5972205140819,22.6553346840228,35,0.0117211945254212,0.764385267305652,92.1052631578947
1857,2304509,Frecheirinha,14072,0,0,0,0,0.0147543035779876,0.542992220911292,0
1858,4308508,Frederico Westphalen,31313,2,6.38712355890525,6.38712355890525,2,0.0241655424050577,1.09695283501928,100
1859,3126802,Frei Gaspar,5880,0,0,0,0,0.0535045497538817,1.42492978357883,0
1860,3126901,Frei Inocêncio,9611,0,0,0,0,0.0401762935283045,1.43312361602105,0
1861,3126950,Frei Lagonegro,3478,0,0,0,0,0.0142990133942362,0.630760354346877,0
1862,2506202,Frei Martinho,2989,0,0,0,0,0.0199702805685149,0.843224684441271,0
1863,2605806,Frei Miguelinho,15457,0,0,0,0,0.0174431538249848,0.630878498407007,0
1864,2802304,Frei Paulo,15421,0,0,0,0,0.0329698156287463,0.77646674903962,0
